GEOID,Population,Black,Hispanic,Asian,Householdincome,Bachelor,Households_num,Ageunder5,Age5to9,Age10to14,Age15to24,Age25to44,Age45to64,Age65to74,Age75plus,Employment,No_vehicle,Vehicle_owned,Public_transportation,person_per_room1,person_per_room2
6089,181935,2059,19530,6024,61937.0,19506,71314,10392,10843,11627,20464,44300,47129,22316,14864,75545,4688,66626,328,69138,2176
6091,3079,2,345,0,56152.0,259,1151,103,95,195,379,607,845,490,365,1387,39,1112,4,1129,22
6093,44151,763,5870,650,49857.0,4595,18598,2241,2424,2810,4453,9099,11874,7112,4138,16554,1124,17474,41,17940,658
6095,451432,60555,124118,70537,89648.0,58967,153632,26769,27493,29236,55475,124091,116675,44626,27067,212151,7387,146245,5493,145023,8609
6097,492498,7737,135683,21613,91607.0,82579,188841,23689,26904,28459,57001,125295,133335,60753,37062,251382,8874,179967,3646,179484,9357
6099,550842,16361,264020,31925,68368.0,42993,175067,38789,40295,45468,77308,150618,127019,42952,28393,234325,9281,165786,1597,162511,12556
6101,99080,1878,31654,16230,67003.0,8650,32703,6476,7159,7629,12944,26204,23605,8559,6504,41668,1649,31054,345,30637,2066
6103,65345,592,17182,1166,52901.0,5587,24551,3809,4217,5001,7424,15512,16588,7523,5271,26019,1750,22801,63,23566,985
6105,15818,88,1194,339,42206.0,1443,5492,605,835,663,1222,3261,4842,2759,1631,5413,298,5194,46,5261,231
6107,470999,7835,309737,17195,57394.0,28347,139631,36342,41931,42265,71996,126795,98540,32056,21074,187269,7060,132571,871,125720,13911
6109,55243,943,7132,793,66846.0,6817,23103,2481,2753,2533,5191,12731,15106,8689,5759,21541,1332,21771,88,22435,668
6111,845255,15486,366211,61322,94150.0,124047,274471,47592,52118,58637,112123,219094,223204,78273,54214,410141,11610,262861,3379,257081,17390
6113,216703,5684,69578,31433,78386.0,28159,75471,11506,12600,13233,51676,55033,45496,16378,10781,101603,5965,69506,3576,70635,4836
6115,80404,2881,23697,5776,62666.0,5955,26888,6149,6683,6222,10543,23269,17527,6436,3575,30557,1760,25128,201,25402,1486
8001,514969,17520,210869,20531,78304.0,60392,176880,34924,36694,40642,68376,160621,119696,34532,19484,269511,7646,169234,7696,168643,8237
8003,16377,347,7793,191,46217.0,1508,6327,1013,1075,1197,3278,4242,3338,1493,741,7489,526,5801,18,6068,259
8005,651621,71698,129630,40557,84947.0,124297,247251,38938,41935,44957,79471,196863,163294,54935,31228,351117,11940,235311,11652,239923,7328
8007,13267,41,2467,125,62907.0,2650,5770,596,786,653,1037,2922,3815,2452,1006,5957,112,5658,22,5600,170
8009,3519,22,414,50,39891.0,454,1594,171,266,220,317,863,813,449,420,1488,96,1498,0,1555,39
8011,5861,296,1915,60,40972.0,381,1805,212,311,235,566,1906,1541,653,437,1589,197,1608,59,1760,45
8013,328713,2964,45907,15518,92466.0,75764,131701,14030,17207,18877,59169,87389,83767,30567,17707,177979,6776,124925,6989,129740,1961
8014,72697,1032,9409,4981,107570.0,18252,29487,3651,4588,4910,8662,21876,18862,6222,3926,41171,1020,28467,1316,29124,363
8015,19436,278,1975,188,61216.0,3618,8539,746,985,702,1711,4748,5613,3170,1761,8945,512,8027,52,8224,315
8017,1691,5,202,3,69063.0,181,695,185,120,101,137,394,425,216,113,810,16,679,0,691,4
8019,9427,135,705,161,76313.0,2182,4427,289,280,365,914,2270,3353,1389,567,5647,143,4284,24,4375,52
8021,7579,37,3918,19,38536.0,802,3097,507,469,654,968,1696,1826,899,560,3100,178,2919,0,2932,165
8023,3517,0,2128,40,35000.0,398,1446,105,75,236,498,700,977,588,338,1292,53,1393,0,1373,73
8025,6018,265,1945,42,37870.0,262,1340,164,317,289,1038,1952,1416,512,330,1714,73,1267,6,1319,21
8027,4720,81,379,40,59877.0,878,2124,42,145,387,468,552,1542,1131,453,1915,35,2089,0,2031,93
8029,31133,418,4809,288,51803.0,3449,12143,1406,1583,1941,3266,6458,8427,4906,3146,11943,551,11592,73,11951,192
8031,706799,63384,208046,25105,78177.0,164516,313926,40402,37086,38003,77203,279708,151713,51582,31102,410401,30827,283099,22085,304320,9606
8033,2288,0,282,0,62500.0,319,1144,35,114,69,109,426,759,535,241,1123,28,1116,5,1123,21
8035,351929,5297,32506,18317,127443.0,90110,127921,19652,23731,28092,44526,92470,100338,28084,15036,191220,2816,125105,2403,126310,1611
8037,55693,504,16400,807,91338.0,14080,19511,2861,3586,3299,6174,17699,15365,4623,2086,32509,666,18845,1232,18694,817
8039,25897,66,2029,234,114904.0,4661,9261,1115,1469,1740,3027,5239,8987,3016,1304,13813,95,9166,18,9171,90
8041,722736,44429,129324,19416,75909.0,113505,270178,46752,48624,48917,106679,210201,168576,58424,34563,335868,10424,259754,2211,263381,6797
8043,49007,2184,6681,346,53411.0,4620,17510,1952,2036,2508,4573,13522,13902,6321,4193,15271,860,16650,16,17160,350
8045,61221,326,17860,550,77212.0,8852,21707,4080,4564,4285,7355,17065,15735,5321,2816,33168,913,20794,887,21085,622
8047,5812,50,569,0,96784.0,1143,2791,109,291,265,471,1245,2424,633,374,3741,113,2678,40,2748,43
8049,15629,136,1491,123,69353.0,2864,5841,577,615,953,1615,4158,4902,2250,559,8665,193,5648,419,5724,117
8051,16851,149,1641,27,63341.0,4418,7100,646,751,820,3712,4528,3976,1568,850,10027,313,6787,568,6950,150
8053,858,9,43,2,45714.0,223,442,35,22,31,26,157,319,189,79,370,5,437,0,436,6
8055,6787,6,2273,4,45724.0,840,2744,303,243,257,871,961,1875,1211,1066,2379,192,2552,6,2714,30
8057,1375,9,111,0,44667.0,181,632,20,20,83,173,247,334,272,226,615,30,602,0,624,8
8059,580130,6576,91053,16391,93933.0,127924,236499,28894,31663,32492,64338,169171,157671,59867,36034,319473,9089,227410,7478,232803,3696
8061,1414,7,59,0,45476.0,126,584,155,72,98,158,269,361,191,110,693,14,570,0,584,0
8063,7071,6,1326,6,52917.0,543,2964,471,540,516,757,1747,1674,761,605,3446,217,2747,0,2910,54
8065,7417,14,2227,48,73099.0,1217,2795,294,389,375,992,2742,1807,653,165,4446,69,2726,0,2792,3
8067,55673,303,7250,472,75089.0,12123,22266,2583,2791,3119,7159,14555,15445,6798,3223,29066,438,21828,171,21768,498
8069,354670,3495,42627,7270,80664.0,69774,145175,16926,18315,21338,61954,96981,82962,35505,20689,188550,5686,139489,2196,143294,1881
8071,14531,149,5946,96,45118.0,1252,6410,688,729,745,1714,3229,3904,2166,1356,5855,594,5816,8,6249,161
8073,5630,449,1077,22,46894.0,544,1812,310,243,389,481,1882,1363,507,455,1803,113,1699,0,1796,16
8075,21765,196,3794,145,50998.0,1861,7928,1395,1113,1186,2886,6084,5333,2070,1698,10931,359,7569,274,7569,359
8077,154685,1147,23131,1777,62127.0,20923,61977,8376,9542,9637,19148,39371,38618,18118,11875,72982,3520,58457,478,60571,1406
8079,794,12,11,18,55556.0,271,386,24,41,32,27,242,248,119,61,423,11,375,0,386,0
8081,13240,83,2162,22,58583.0,1172,5121,863,880,1059,1498,3534,3444,1246,716,6086,303,4818,67,5018,103
8083,25916,257,3354,173,58335.0,3341,10461,1363,1570,1690,2737,5594,7083,3751,2128,10953,433,10028,6,10234,227
8085,42328,119,8817,301,57225.0,5324,16840,2207,2297,2946,4545,8940,11296,6030,4067,18389,567,16273,21,16605,235
8087,28868,898,10563,62,62914.0,2266,10601,2086,2294,1943,3876,7361,6933,2490,1885,13406,509,10092,10,10070,531
8089,18665,239,7950,160,45826.0,1427,7618,1086,1204,1321,2396,4519,4308,2231,1600,7190,630,6988,7,7502,116
8091,4850,94,98,8,67228.0,1131,2204,189,152,178,345,980,1494,1146,366,2214,16,2188,0,2163,41
8093,17384,48,1142,171,77775.0,3200,7169,616,524,998,1356,3817,6409,2767,897,8699,68,7101,57,7145,24
8095,4497,0,1416,17,50951.0,490,1715,392,355,382,518,1016,1085,307,442,1998,94,1621,0,1694,21
8097,17471,23,1845,407,92708.0,5366,7202,1019,504,870,1631,4686,5387,2228,1146,11068,278,6924,2097,7028,174
8099,11966,105,4675,58,44984.0,718,4421,806,1018,721,1715,2681,2908,1350,767,5122,338,4083,3,4214,207
8101,167453,3104,72852,1515,53430.0,17819,66442,9396,10402,11216,21405,42194,41945,18474,12421,70089,5117,61325,371,64842,1600
8103,6495,20,696,6,58239.0,699,2488,439,574,360,809,1607,1684,595,427,2891,78,2410,0,2429,59
8105,11476,17,5105,7,50287.0,1622,4616,623,382,1105,1386,2804,2823,1419,934,5103,291,4325,26,4508,108
8107,24899,75,1748,289,83725.0,6218,10094,1035,1282,1208,2679,7183,7408,2936,1168,14031,254,9840,277,9936,158
8109,6369,78,2291,75,48413.0,619,2877,326,346,356,581,1305,1868,1173,414,2644,110,2767,0,2808,69
8111,698,0,113,0,63333.0,159,326,7,24,55,57,204,178,137,36,377,11,315,0,321,5
8113,8084,19,903,64,70965.0,2730,3594,241,468,429,704,2588,2381,975,298,4887,146,3448,145,3517,77
8115,2459,15,480,20,44405.0,261,1020,265,111,142,192,558,614,323,254,1050,49,971,0,1019,1
8117,31042,60,4558,381,93505.0,8436,11329,1269,1459,1529,2593,11402,8308,3379,1103,19599,291,11038,1659,10864,465
8119,24607,190,1820,139,68677.0,4015,10557,874,1377,1161,2018,5059,8601,4039,1478,11642,54,10503,0,10408,149
8121,4834,92,525,18,54141.0,493,2001,213,350,318,574,1169,1211,570,429,2241,87,1914,4,1945,56
8123,322424,4357,96822,5523,80843.0,40238,111222,22572,23842,23870,43280,94260,75555,24903,14142,162893,3651,107571,611,107525,3697
8125,9944,130,2479,5,56327.0,921,3884,725,812,794,1072,2370,2385,1001,785,4753,124,3760,0,3721,163
9001,956446,109668,196340,52143,101194.0,177060,349443,51434,57243,65500,127307,229957,273620,85656,65729,484841,25883,323560,38236,339503,9940
9003,898636,124499,169097,51021,80320.0,137915,356529,47594,50497,56376,115485,232339,243580,87017,65748,453935,35392,321137,12682,350424,6105
9005,185175,3296,13211,3526,84797.0,29273,74857,7619,9226,9795,20616,39577,58683,23567,16092,96442,4009,70848,918,74026,831
9007,164568,8912,10975,5377,90833.0,29559,68200,6544,7519,8791,20357,37374,50210,19732,14041,88097,3434,64766,884,67668,532
9009,864751,119484,166048,35318,75043.0,117422,336400,44144,46404,52030,117661,219096,235517,86469,63430,432717,36686,299714,13178,329219,7181
9011,269131,16090,30806,11058,79040.0,35980,109481,13084,12672,17005,36405,65686,74921,29038,20320,131803,7017,102464,1798,108289,1192
9013,150120,4698,9043,7277,88525.0,23004,56989,6132,6709,8000,33496,32231,39620,14225,9707,77173,2652,54337,805,56289,700
9015,116503,2643,14545,1588,71418.0,11354,45425,5571,6270,6874,15833,28699,33848,11705,7703,57987,3101,42324,456,44828,597
10001,180078,46339,13553,3764,63715.0,18796,66720,10860,12281,11330,24768,45394,44502,18521,12422,80122,4461,62259,660,65541,1179
10003,567769,143241,59765,32870,78428.0,84671,218002,31824,32694,36337,73565,152678,151424,53477,35770,282999,14655,203347,8291,214768,3234
10005,234045,26165,21960,3050,68886.0,30785,96375,11550,11506,13125,21434,45579,64666,41958,24227,101336,3256,93119,227,94484,1891
11001,683154,305109,76982,27988,93547.0,124285,310104,42958,35069,31449,85952,262512,142015,48972,34227,373967,110823,199281,100595,298107,11997
12001,276171,54829,28991,16466,53314.0,39331,105003,14036,14173,14005,64135,73401,56771,24367,15283,131955,7312,97691,3541,102812,2191
12003,28003,3527,812,92,63860.0,1743,8532,1724,1704,1971,3657,7697,7192,2508,1550,11315,317,8215,0,8358,174
12005,181384,18806,12483,3979,60473.0,21211,72881,10445,10372,11168,20180,47128,50071,19361,12659,83046,3577,69304,493,70729,2152
12007,27928,5404,1273,234,48803.0,1476,8967,1409,1502,1699,2979,8331,7104,2780,2124,10616,667,8300,102,8750,217
12009,601573,58474,66257,14471,63632.0,87283,242657,27419,28129,34970,62971,132398,174160,78835,62691,266213,11020,231637,1682,238986,3671
12011,1934551,552187,597583,69993,64522.0,291484,732464,109693,107110,123345,219735,517982,534249,184421,138016,977644,50003,682461,20122,700898,31566
12013,13863,1677,838,74,38098.0,757,4495,585,762,1018,1348,3773,3892,1384,1101,4567,345,4150,0,4393,102
12015,184837,10029,14434,2492,57887.0,23870,82755,5395,6143,6357,13227,28677,51374,39855,33809,66463,3766,78989,173,81605,1150
12017,151888,3824,9368,2611,48664.0,14448,65843,5229,5881,7553,12150,24802,41582,30181,24510,48596,2764,63079,43,65322,521
12019,216308,23819,22737,6263,74059.0,27188,77434,11642,13691,15578,26378,55179,59573,21965,12302,100423,2751,74683,105,76296,1138
12021,372797,24672,106344,5554,75543.0,63928,153711,16013,15937,20344,35437,71668,93919,59346,60133,159416,7135,146576,1064,147796,5915
12023,69265,12289,4590,704,47750.0,5058,25728,4016,4504,4124,8923,16764,17904,7744,5286,26778,1231,24497,10,24956,772
12027,34027,4244,10857,41,39945.0,2178,12207,1662,1679,1822,4213,9095,8156,4114,3286,12092,680,11527,105,11684,523
12029,16701,1269,724,42,44287.0,742,6071,671,968,828,1762,4034,4602,2291,1545,5481,308,5763,1,5759,312
12031,983153,289401,104543,46547,59541.0,141783,387008,65086,61579,62112,119952,288055,247119,86815,52435,475253,28516,358492,6890,378234,8774
12033,318828,69505,19138,10034,56605.0,37553,124494,18934,18978,18522,46725,82504,79517,32537,21111,138796,8478,116016,1174,122368,2126
12035,113888,11119,12459,2706,62305.0,15631,45491,4242,5235,6051,10643,21385,31702,20283,14347,46355,1469,44022,127,45132,359
12037,12232,1565,716,39,52679.0,1174,4559,504,515,581,1034,3212,3496,1833,1057,4354,322,4237,0,4488,71
12039,44233,24451,4747,103,42661.0,3986,15769,2574,2609,2861,5038,11051,12092,4860,3148,16810,1482,14287,97,15484,285
12041,17759,875,1115,49,50983.0,1164,6659,913,766,1106,2615,3902,4912,2063,1482,7155,369,6290,0,6508,151
12043,12183,1704,2640,70,38088.0,923,4572,466,457,509,1064,2857,3515,1591,1724,3311,97,4475,59,4323,249
12045,15205,2239,578,72,53812.0,1728,5519,554,798,647,1367,4099,4252,2176,1312,5281,156,5363,0,5405,114
12047,13973,4791,1426,78,39346.0,715,4208,626,720,920,1309,4106,3852,1565,875,3804,219,3989,1,4088,120
12049,25632,1482,11347,298,41395.0,1193,8032,1712,1754,2181,3402,6401,5979,2413,1790,9048,325,7707,143,7310,722
12051,39439,4263,21740,381,38843.0,1458,12821,2862,2467,3526,5513,10187,9581,2974,2329,17528,969,11852,491,11905,916
12053,192128,9919,28638,2325,53301.0,18536,78041,8597,9194,11290,19296,40458,51648,28404,23241,75025,3868,74173,186,77034,1007
12055,101174,9070,21391,1581,46895.0,9528,43977,4516,4556,5356,8810,19086,23176,17306,18368,34303,2164,41813,352,42746,1231
12057,1444359,238667,427400,60815,64164.0,224209,547578,86171,88016,94042,181447,419428,369690,125329,80236,713076,33094,514484,7701,531552,16026
12059,19622,1391,618,131,41809.0,945,6995,951,1089,1164,2127,5072,5314,2253,1652,7359,359,6636,0,6842,153
12061,158002,13030,20375,2289,61594.0,23763,63377,6327,6934,7153,14972,28316,42199,27859,24242,62626,2846,60531,212,62513,864
12063,48067,12933,2453,140,43416.0,2735,16859,2462,2179,2757,5538,13063,12623,5425,4020,16384,963,15896,28,16482,377
12065,14405,4749,634,63,53080.0,1561,5394,598,735,702,1595,3240,4211,1987,1337,5848,313,5081,0,5325,69
12067,8343,1382,1209,0,56458.0,345,2486,307,579,392,1087,2588,2039,832,519,3060,75,2411,2,2345,141
12069,375059,39451,62917,7795,60013.0,44593,149455,17993,19966,21620,37475,82469,96763,54236,44537,158326,6513,142942,274,146753,2702
12071,752251,61093,170070,12565,63235.0,100887,298343,34136,34918,40225,74806,160021,194495,117376,96274,323011,15540,282803,1757,291349,6994
12073,290965,90089,19604,10371,57359.0,46511,117677,14817,14803,15767,71144,73756,61004,25217,14457,149326,7942,109735,2438,115203,2474
12075,42392,3549,3780,375,43029.0,3262,17248,2113,2162,2606,4347,8658,12141,6147,4218,16571,740,16508,52,16714,534
12077,7987,1187,532,10,42438.0,478,2279,236,397,355,1247,2252,2388,631,481,2600,130,2149,0,2270,9
12079,18051,6644,1115,121,39503.0,1189,6441,838,870,1085,1797,4816,4907,2344,1394,6076,486,5955,42,6255,186
12081,394824,32741,66099,8553,64964.0,58131,156254,17899,19520,21498,38653,82170,106576,59863,48645,168912,6206,150048,638,152761,3493
12083,370372,46686,53146,5667,50808.0,38029,150880,18173,18345,21200,36740,77541,92934,57906,47533,137217,7157,143723,431,147131,3749
12085,158323,8928,22339,2486,69769.0,26928,66108,6391,6589,8155,14450,29344,44264,24836,24294,66110,3464,62644,159,65282,826
12086,2690113,438019,1842914,41628,57815.0,380441,936351,152983,147115,156543,316307,744631,737349,237914,197271,1329793,90753,845598,46819,876003,60348
12087,82244,5886,20657,1044,73153.0,13970,33643,3663,3055,4033,7041,19885,26025,11472,7070,42982,2412,31231,128,32196,1447
12089,88492,4878,4230,852,77504.0,13383,34691,4420,5193,4818,8642,20109,25599,12138,7573,39528,1043,33648,72,34229,462
12091,209230,20092,20513,7033,67390.0,29743,81785,13335,13666,12568,26075,59081,51470,19852,13183,93326,3512,78273,514,80256,1529
12093,39716,3424,10470,355,47020.0,3196,14794,2373,2113,2460,4609,10153,10209,4073,3726,14907,474,14320,203,13946,848
12095,1409949,292384,459438,73495,65784.0,219794,475292,83391,85412,89692,197348,438364,346391,104422,64929,716749,24148,451144,11891,458229,17063
12097,380331,41349,210907,10424,58513.0,41508,110156,23444,25525,27408,51951,109913,92758,30208,19124,181699,5115,105041,2261,105962,4194
12099,1481233,275772,342642,41510,68874.0,250300,581119,74632,76577,82833,160164,346809,388121,175270,176827,690230,34591,546528,9935,562442,18677
12101,551598,32349,92081,15064,58084.0,67728,217318,27973,30471,34521,58669,129971,148061,68091,53841,235574,10915,206403,1176,213805,3513
12103,957989,98447,97523,33477,60451.0,163138,415730,40204,42856,44026,89488,222506,281187,130707,107015,458406,30643,385087,5952,407557,8173
12105,713148,107169,177459,12276,55099.0,69222,253178,40682,42784,47561,87268,180140,173056,80541,61116,304690,13312,239866,956,244915,8263
12107,73147,11690,7555,417,39975.0,4521,29174,4173,4494,4501,7632,15723,19884,10056,6684,25295,2303,26871,36,28446,728
12109,265724,14216,20288,8050,88794.0,53193,95640,12897,15779,18588,29354,60349,75341,33224,20192,122483,2200,93440,129,94715,925
12111,324599,66293,64973,6552,59807.0,37637,122186,16111,16351,20679,34501,73362,85783,43085,34727,140785,5320,116866,389,119605,2581
12113,184345,10831,11000,3383,77260.0,24333,67534,10160,11098,12183,21428,49581,50468,18327,11100,78779,2029,65505,1,66033,1501
12115,429336,18663,41557,7642,69490.0,73434,193923,14754,15978,18920,35961,72336,114684,80653,76050,179213,8951,184972,971,191308,2615
12117,467382,55686,105088,22437,73002.0,91599,180891,24097,28044,28440,56056,133044,124874,43774,29053,242191,6545,174346,1473,176413,4478
12119,127335,9308,7620,1290,63323.0,22230,61441,2351,2456,2908,4903,15387,25952,41793,31585,26882,2262,59179,6,60691,750
12121,43514,5099,4344,160,47218.0,2863,15098,2240,2234,2808,5436,10213,11756,5161,3666,16684,1160,13938,4,14477,621
12123,21762,4887,935,41,43563.0,1328,7270,925,1330,1338,2181,5904,5910,2467,1707,6698,434,6836,0,7068,202
12125,16141,2957,948,26,55463.0,892,4064,825,918,881,1745,4819,4459,1646,848,4168,209,3855,0,3834,230
12127,548783,59821,82834,9989,56786.0,68388,228569,25375,27704,27457,60665,122468,151506,76562,57046,239211,12773,215796,1905,225446,3123
12129,33144,4478,1335,202,72941.0,2930,11266,1580,1828,2124,3512,8829,10275,3280,1716,14882,281,10985,4,10971,295
12131,73456,3096,4741,634,68111.0,11448,30182,4281,4278,4172,6565,18010,21821,9182,5147,32955,1248,28934,15,29406,776
12133,24906,3721,978,201,41806.0,1439,8853,988,1357,1654,2707,6819,7076,2562,1743,8671,346,8507,21,8671,182
13001,18509,3648,1874,0,39588.0,653,6637,1107,1501,1242,2310,4347,4801,1939,1262,7444,624,6013,24,6502,135
13003,8269,1332,2216,0,35741.0,288,2968,513,644,586,1260,2307,1811,792,356,3459,172,2796,0,2850,118
13005,11163,1764,954,58,40391.0,368,3874,745,919,690,1509,2851,2695,1105,649,4254,321,3553,0,3778,96
13007,2928,1143,4,213,33417.0,202,1201,98,103,226,362,466,826,618,229,884,87,1114,1,1175,26
13009,43876,18197,1092,673,50413.0,4190,15948,2050,2270,2488,9596,9670,10830,4311,2661,17451,1103,14845,75,15672,276
13011,18061,474,1339,232,57893.0,1224,6483,959,1101,1196,2250,4272,5251,1894,1138,7917,174,6309,19,6335,148
13013,82138,10267,10107,3305,68365.0,7001,28087,5417,6128,6123,10301,23595,20354,6668,3552,40189,982,27105,66,27411,676
13015,107868,11129,9961,1035,65559.0,9617,38029,7005,7060,7259,14498,27819,29133,9475,5619,50523,1364,36665,484,37375,654
13017,17237,6414,1115,41,34455.0,914,6828,1033,831,1670,2118,4078,4525,1805,1177,7258,688,6140,40,6627,201
13019,18195,1776,994,204,44907.0,1081,6634,1160,1444,1031,2014,4584,4762,1961,1239,7153,331,6303,0,6521,113
13021,156711,85154,5594,3409,43862.0,13612,58752,10247,10054,11792,22104,39986,38206,14669,9653,64682,6773,51979,682,57938,814
13023,12562,3501,421,45,48786.0,715,4232,620,629,633,2510,2791,3209,1165,1005,4561,126,4106,0,4167,65
13025,18072,423,445,118,38211.0,308,6625,1089,1150,1368,2007,4354,5188,1826,1090,6336,310,6315,4,6543,82
13027,16254,5831,1013,115,39770.0,1251,6004,981,913,1163,1865,3794,4434,1879,1225,6596,378,5626,42,5827,177
13029,43278,6143,3401,718,81032.0,5718,14796,3126,3904,3522,5535,13008,9634,2831,1718,19106,557,14239,26,14575,221
13031,79635,22197,3422,1171,50583.0,7525,28917,4514,3651,5236,21545,19347,16237,5646,3459,35007,1498,27419,236,28353,564
13033,24231,11239,838,126,47837.0,1722,8742,1536,1501,2083,3619,5284,6407,2395,1406,10444,846,7896,39,8633,109
13035,24950,7009,886,84,53613.0,1409,8440,1052,1568,1607,3120,7011,6619,2496,1477,9636,274,8166,0,8253,187
13037,5668,3497,288,0,43549.0,315,1457,228,242,284,671,1934,1427,537,345,1409,128,1329,0,1428,29
13039,54256,9972,3937,1152,61636.0,4590,20032,3707,3782,3809,8202,15024,12378,4645,2709,22260,1127,18905,59,19735,297
13043,10885,2445,1307,93,36763.0,631,4034,648,601,1069,1294,2301,2999,1204,769,4361,357,3677,0,3765,269
13045,118402,23653,8543,995,62498.0,10382,42635,7401,7230,8606,20020,30647,28470,10021,6007,54893,1458,41177,259,41807,828
13047,67579,1528,2163,1092,62669.0,6965,25450,3546,3910,4929,8209,17034,18064,7108,4779,32323,1253,24197,36,24853,597
13049,12416,3430,828,105,45494.0,739,3960,500,544,893,1401,3586,3510,1183,799,4704,306,3654,8,3819,141
13051,294815,118986,19616,8239,61064.0,42640,115403,17908,16897,17502,42174,84431,69930,28085,17888,140776,8575,106828,2395,113942,1461
13053,9533,1856,1608,296,50018.0,747,2404,790,548,433,3153,3261,1055,160,133,1553,23,2381,52,2355,49
13055,24898,2433,1375,13,37946.0,1096,9189,1480,1646,1539,3086,6233,6532,2561,1821,9301,580,8609,3,8733,456
13057,262155,19056,28625,4839,90681.0,47795,94208,14895,16589,19845,32686,67669,73430,24216,12825,135274,2021,92187,415,93143,1065
13059,128195,35598,14071,4983,44070.0,17059,52352,6383,5791,6657,36320,35267,23533,8798,5446,62312,3898,48454,1602,51460,892
13061,2883,1624,11,49,35893.0,256,1286,77,100,170,395,603,756,449,333,1155,106,1180,0,1284,2
